Customer_ID,Purchase_Date,Cover_Start_Date,Cover_End_Date,Period_of_Cover,LOB,Broker,Age,Premium,Vehicle_Type,Vehicle_Age,Vehicle_Value,Vehicle_Use,Vehicle_Mileage,Occupation,NCD,Number_of_Drivers,Driver1_Age,Driver2_Age,Driver1_LicenceYears,Driver2_LicenceYears,Driver1_LicenceRecord,Driver2_LicenceRecord,Driver1_Claims_Count,Driver2_Claims_Count,Location_Risk,Daytime_Parking,Overnight_Parking,Telematics,Credit_Score,Fraud_Risk_Score,CCJs,Sale_Flag,Policy_Type,Annual_Mileage,Gender,Marital_Status,Previous_Claims_Count
CUST0009257,2021-01-06,2021-10-11,2022-10-11,365,Private_Motor,Broker_A,494.0,30700.25,Truck,15,10020008.32,Personal,95661.0,Student,11,4,491.0,492.0,473.0,474.0,Clean,Clean,0,0.0,High,Workplace,Driveway,Yes,15600.0,53.0,No,0,Third-Party Fire & Theft,20636.0,Male,Divorced,1
CUST0009258,2023-03-02,2023-03-09,2024-03-08,365,Private_Motor,Broker_B,493.0,30700.25,Sedan,0,10020016.24,Commercial,78329.0,Driver,0,2,492.0,491.0,474.0,473.0,Clean,Clean,0,1.0,Low,Garage,Garage,No,15600.0,50.0,No,0,Comprehensive,12515.0,Male,Widowed,0
CUST0009259,2022-01-17,2022-02-18,2023-02-18,365,Private_Motor,Broker_A,491.0,30700.43,Sedan,5,10020002.41,Personal,81418.0,Doctor,13,3,492.0,490.0,474.0,472.0,Clean,Clean,0,1.0,Low,Garage,Garage,No,15600.0,45.0,No,0,Third-Party Fire & Theft,18522.0,Female,Widowed,0
CUST0009260,2020-08-02,2021-07-22,2022-07-22,365,Private_Motor,Broker_A,490.0,30701.15,Hatchback,7,10020000.7,Personal,76659.0,Doctor,13,3,490.0,491.0,472.0,473.0,Clean,Major Violation,0,0.0,Medium,Street,Street,Yes,15600.0,46.0,Yes,0,Third-Party Fire & Theft,22258.0,Female,Widowed,0
CUST0009261,2021-02-09,2021-08-29,2022-08-29,365,Private_Motor,Broker_A,491.0,30700.73,SUV,8,10020019.64,Personal,101501.0,Engineer,1,4,493.0,491.0,475.0,473.0,Minor Violation,Clean,0,0.0,High,Garage,Street,Yes,15600.0,64.0,No,0,Third-Party Only,12378.0,Female,Married,0
CUST0009262,2022-02-16,2022-08-30,2023-08-30,365,Private_Motor,Broker_A,491.0,30700.34,Hatchback,8,10020001.92,Commercial,115236.0,Teacher,13,3,490.0,492.0,472.0,474.0,Clean,Minor Violation,0,0.0,Medium,Workplace,Driveway,Yes,15600.0,59.0,No,1,Third-Party Only,13655.0,Female,Divorced,2
CUST0009263,2022-09-14,2023-06-14,2024-06-13,365,Private_Motor,Broker_A,491.0,30700.52,Sedan,10,10020001.09,Personal,104357.0,Doctor,1,3,491.0,493.0,473.0,475.0,Clean,Clean,0,0.0,High,Garage,Street,No,15600.0,39.0,No,0,Third-Party Only,15257.0,Male,Married,0
CUST0009264,2021-08-21,2021-10-30,2022-10-30,365,Private_Motor,Broker_A,492.0,30703.4,Truck,11,10020006.61,Commercial,72119.0,Driver,14,2,490.0,490.0,472.0,472.0,Clean,Clean,0,0.0,Low,Street,Driveway,Yes,15600.0,50.0,No,0,Third-Party Only,18662.0,Female,Widowed,0
CUST0009265,2020-12-29,2021-05-07,2022-05-07,365,Private_Motor,Broker_B,490.0,30701.74,Truck,3,10020035.04,Personal,82476.0,Student,6,1,490.0,,472.0,,Clean,,0,,High,Workplace,Street,Yes,15600.0,61.0,No,0,Third-Party Fire & Theft,15884.0,Female,Widowed,0
CUST0009266,2022-03-14,2022-12-05,2023-12-05,365,Private_Motor,Broker_A,492.0,30700.4,Sedan,8,10020000.54,Personal,108616.0,Engineer,8,1,492.0,,474.0,,Clean,,0,,Low,Street,Driveway,No,15600.0,40.0,No,0,Comprehensive,15533.0,Female,Single,0
CUST0009267,2021-03-03,2022-02-14,2023-02-14,365,Private_Motor,Broker_A,496.0,30700.64,Hatchback,1,10020016.34,Personal,94568.0,Driver,4,4,491.0,493.0,473.0,475.0,Clean,Minor Violation,0,0.0,High,Workplace,Garage,No,15600.0,31.0,No,0,Comprehensive,14834.0,Female,Married,0
CUST0009268,2022-07-16,2023-04-22,2024-04-21,365,Private_Motor,Broker_A,491.0,30700.76,Hatchback,12,10020014.56,Personal,107928.0,Doctor,8,3,499.0,490.0,481.0,472.0,Clean,Clean,0,0.0,Medium,Garage,Garage,Yes,15600.0,57.0,No,0,Third-Party Fire & Theft,12351.0,Male,Single,0
CUST0009269,2022-05-08,2022-05-23,2023-05-23,365,Private_Motor,Broker_A,495.0,30700.83,Sedan,12,10020000.84,Commercial,72008.0,Driver,10,1,490.0,,472.0,,Minor Violation,,0,,Low,Street,Driveway,No,15600.0,41.0,No,0,Comprehensive,18948.0,Male,Widowed,1
CUST0009270,2021-02-23,2021-06-25,2022-06-25,365,Private_Motor,Broker_A,490.0,30700.1,Truck,17,10020001.49,Personal,74288.0,Engineer,12,1,491.0,,473.0,,Clean,,0,,Low,Workplace,Driveway,Yes,15600.0,40.0,No,0,Third-Party Only,13551.0,Male,Married,0
CUST0009271,2021-11-14,2022-10-28,2023-10-28,365,Private_Motor,Broker_B,491.0,30700.88,SUV,12,10020020.58,Personal,81224.0,Driver,6,1,491.0,,473.0,,Clean,,0,,Low,Garage,Garage,No,15600.0,40.0,No,0,Comprehensive,18596.0,Female,Widowed,0
CUST0009272,2022-05-03,2022-05-28,2023-05-28,365,Private_Motor,Broker_B,491.0,30700.04,SUV,15,10020010.13,Personal,85846.0,Doctor,14,4,491.0,490.0,473.0,472.0,Clean,Clean,0,1.0,Medium,Workplace,Garage,No,15600.0,48.0,No,0,Comprehensive,17610.0,Male,Single,1
CUST0009273,2022-09-29,2023-02-06,2024-02-06,365,Private_Motor,Broker_A,491.0,30700.09,Sedan,3,10020020.45,Personal,69277.0,Doctor,13,2,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,Low,Street,Driveway,Yes,15600.0,44.0,No,0,Third-Party Only,24363.0,Male,Single,0
CUST0009274,2022-09-12,2022-11-12,2023-11-12,365,Private_Motor,Broker_A,491.0,30700.64,Sedan,7,10020004.13,Personal,101993.0,Doctor,13,4,493.0,490.0,475.0,472.0,Clean,Clean,0,0.0,Low,Garage,Garage,Yes,15600.0,53.0,No,0,Comprehensive,16067.0,Male,Married,0
CUST0009275,2022-03-06,2022-05-27,2023-05-27,365,Private_Motor,Broker_A,490.0,30700.33,Hatchback,19,10020009.41,Personal,71638.0,Teacher,1,2,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,Low,Workplace,Driveway,No,15600.0,62.0,No,0,Comprehensive,13048.0,Male,Widowed,0
CUST0009276,2022-09-26,2023-02-25,2024-02-25,365,Private_Motor,Broker_B,491.0,30700.05,SUV,6,10020008.47,Personal,69059.0,Student,14,1,491.0,,473.0,,Clean,,0,,Low,Workplace,Street,Yes,15600.0,74.0,No,0,Comprehensive,16691.0,Female,Divorced,3
CUST0009277,2021-05-17,2022-03-31,2023-03-31,365,Private_Motor,Broker_B,492.0,30700.04,SUV,9,10020004.71,Commercial,72082.0,Doctor,6,3,490.0,492.0,472.0,474.0,Clean,Minor Violation,0,0.0,High,Street,Street,No,15600.0,34.0,No,0,Comprehensive,14875.0,Male,Widowed,1
CUST0009278,2021-05-15,2022-05-04,2023-05-04,365,Private_Motor,Broker_A,492.0,30701.37,Sedan,18,10020031.87,Personal,123590.0,Engineer,10,1,492.0,,474.0,,Clean,,0,,High,Garage,Garage,No,15600.0,36.0,No,0,Comprehensive,14543.0,Female,Married,1
CUST0009279,2022-03-25,2023-02-08,2024-02-08,365,Private_Motor,Broker_C,491.0,30700.43,Sedan,14,10020040.66,Personal,60512.0,Engineer,14,2,497.0,492.0,479.0,474.0,Minor Violation,Clean,0,0.0,Low,Garage,Driveway,Yes,15600.0,61.0,No,0,Third-Party Fire & Theft,15815.0,Male,Widowed,1
CUST0009280,2020-09-22,2021-08-27,2022-08-27,365,Private_Motor,Broker_A,491.0,30700.13,Truck,9,10020001.24,Personal,74115.0,Doctor,0,3,492.0,492.0,474.0,474.0,Minor Violation,Clean,0,0.0,Medium,Garage,Garage,No,15600.0,65.0,No,0,Comprehensive,16887.0,Female,Married,0
CUST0009281,2021-03-31,2022-02-18,2023-02-18,365,Private_Motor,Broker_A,491.0,30701.83,Truck,0,10020007.92,Personal,113784.0,Engineer,7,4,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,Medium,Garage,Garage,No,15600.0,31.0,No,0,Comprehensive,16651.0,Male,Single,0
CUST0009282,2020-11-18,2021-05-21,2022-05-21,365,Private_Motor,Broker_C,490.0,30700.45,Sedan,1,10020011.51,Personal,60998.0,Doctor,3,4,490.0,490.0,472.0,472.0,Clean,Minor Violation,0,0.0,Low,Garage,Driveway,No,15600.0,36.0,No,0,Comprehensive,14661.0,Female,Married,1
CUST0009283,2021-02-21,2021-08-20,2022-08-20,365,Private_Motor,Broker_A,490.0,30700.69,Truck,2,10020010.93,Personal,81501.0,Doctor,3,4,494.0,490.0,476.0,472.0,Clean,Clean,0,0.0,Medium,Workplace,Garage,No,15600.0,31.0,No,0,Comprehensive,14045.0,Male,Widowed,0
CUST0009284,2021-04-17,2021-12-06,2022-12-06,365,Private_Motor,Broker_A,490.0,30700.31,Truck,9,10020011.98,Personal,104585.0,Driver,7,3,492.0,491.0,474.0,473.0,Clean,Clean,0,0.0,High,Street,Garage,No,15600.0,36.0,No,0,Third-Party Fire & Theft,16057.0,Male,Widowed,0
CUST0009285,2023-05-20,2023-06-23,2024-06-22,365,Private_Motor,Broker_A,490.0,30700.69,Truck,14,10020010.91,Personal,84825.0,Doctor,8,4,492.0,492.0,474.0,474.0,Clean,Clean,0,0.0,High,Garage,Street,No,15600.0,54.0,Yes,0,Comprehensive,14585.0,Male,Widowed,0
CUST0009286,2021-01-21,2021-02-11,2022-02-11,365,Private_Motor,Broker_A,490.0,30700.34,Hatchback,16,10020001.43,Personal,62505.0,Driver,14,2,494.0,493.0,476.0,475.0,Clean,Clean,1,1.0,High,Workplace,Street,No,15600.0,58.0,No,0,Third-Party Fire & Theft,19549.0,Male,Divorced,0
CUST0009287,2021-02-27,2021-08-30,2022-08-30,365,Private_Motor,Broker_B,490.0,30700.33,Truck,16,10020000.56,Personal,71453.0,Student,4,3,491.0,495.0,473.0,477.0,Clean,Clean,0,0.0,Low,Garage,Driveway,Yes,15600.0,34.0,Yes,0,Comprehensive,15565.0,Male,Single,1
CUST0009288,2020-12-21,2021-07-11,2022-07-11,365,Private_Motor,Broker_B,492.0,30700.19,Truck,10,10020017.86,Personal,70270.0,Driver,9,3,490.0,492.0,472.0,474.0,Minor Violation,Major Violation,0,0.0,Low,Garage,Garage,Yes,15600.0,38.0,No,0,Comprehensive,17984.0,Female,Divorced,0
CUST0009289,2022-01-02,2022-09-14,2023-09-14,365,Private_Motor,Broker_A,492.0,30700.19,Hatchback,10,10020002.01,Personal,62673.0,Driver,2,1,491.0,,473.0,,Minor Violation,,0,,Medium,Garage,Driveway,Yes,15600.0,64.0,No,0,Comprehensive,14837.0,Male,Divorced,2
CUST0009290,2023-03-11,2023-05-29,2024-05-28,365,Private_Motor,Broker_A,491.0,30700.24,SUV,17,10020002.18,Personal,103227.0,Driver,9,1,490.0,,472.0,,Minor Violation,,0,,High,Workplace,Street,Yes,15600.0,49.0,No,0,Comprehensive,12664.0,Male,Single,0
CUST0009291,2021-05-11,2022-04-12,2023-04-12,365,Private_Motor,Broker_A,491.0,30700.09,Truck,14,10020007.72,Personal,112013.0,Teacher,10,3,491.0,494.0,473.0,476.0,Clean,Clean,0,0.0,Low,Workplace,Garage,Yes,15600.0,35.0,No,0,Comprehensive,17806.0,Female,Divorced,3
CUST0009292,2020-11-16,2021-04-24,2022-04-24,365,Private_Motor,Broker_A,492.0,30700.17,Hatchback,2,10020007.84,Personal,93873.0,Engineer,6,2,490.0,490.0,472.0,472.0,Clean,Minor Violation,0,1.0,Medium,Workplace,Garage,No,15600.0,50.0,No,0,Third-Party Only,12247.0,Female,Divorced,0
CUST0009293,2020-07-30,2021-06-10,2022-06-10,365,Private_Motor,Broker_A,492.0,30701.46,Hatchback,13,10020002.74,Personal,76029.0,Doctor,5,3,492.0,491.0,474.0,473.0,Clean,Clean,0,0.0,Low,Workplace,Garage,No,15600.0,35.0,No,0,Comprehensive,18447.0,Male,Divorced,0
CUST0009294,2021-09-09,2021-09-21,2022-09-21,365,Private_Motor,Broker_A,493.0,30700.03,Sedan,15,10020011.43,Personal,93928.0,Doctor,10,4,490.0,492.0,472.0,474.0,Clean,Clean,0,0.0,High,Workplace,Garage,Yes,15600.0,52.0,No,0,Third-Party Fire & Theft,15305.0,Female,Married,0
CUST0009295,2022-11-29,2023-06-11,2024-06-10,365,Private_Motor,Broker_A,491.0,30701.1,Sedan,10,10020015.25,Personal,134389.0,Engineer,10,1,490.0,,472.0,,Clean,,1,,Medium,Workplace,Street,Yes,15600.0,45.0,No,0,Comprehensive,13111.0,Female,Divorced,2
CUST0009296,2022-07-21,2023-06-04,2024-06-03,365,Private_Motor,Broker_B,491.0,30701.39,Hatchback,6,10020004.72,Personal,61247.0,Doctor,6,2,491.0,492.0,473.0,474.0,Clean,Clean,0,0.0,High,Workplace,Driveway,No,15600.0,32.0,No,0,Comprehensive,12968.0,Female,Widowed,1
CUST0009297,2021-03-05,2021-06-14,2022-06-14,365,Private_Motor,Broker_A,490.0,30700.12,Sedan,8,10020018.11,Personal,64450.0,Engineer,4,3,492.0,491.0,474.0,473.0,Minor Violation,Clean,0,0.0,High,Garage,Driveway,Yes,15600.0,32.0,No,0,Comprehensive,19429.0,Male,Divorced,0
CUST0009298,2021-11-15,2022-09-13,2023-09-13,365,Private_Motor,Broker_B,491.0,30700.1,Truck,15,10020008.42,Commercial,60298.0,Driver,5,1,491.0,,473.0,,Clean,,0,,Medium,Street,Garage,Yes,15600.0,32.0,No,0,Comprehensive,15161.0,Male,Single,0
CUST0009299,2021-09-17,2021-11-13,2022-11-13,365,Private_Motor,Broker_B,491.0,30700.29,SUV,19,10020031.92,Personal,71523.0,Student,10,2,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,Medium,Workplace,Driveway,No,15600.0,37.0,No,0,Comprehensive,18398.0,Female,Widowed,0
CUST0009300,2021-06-26,2021-12-16,2022-12-16,365,Private_Motor,Broker_A,492.0,30700.03,SUV,1,10020006.89,Commercial,68733.0,Teacher,5,1,493.0,,475.0,,Clean,,1,,Medium,Garage,Garage,No,15600.0,35.0,No,1,Comprehensive,14233.0,Female,Divorced,0
CUST0009301,2020-07-19,2021-06-15,2022-06-15,365,Private_Motor,Broker_A,491.0,30700.62,Truck,5,10020035.08,Commercial,90229.0,Driver,14,2,491.0,491.0,473.0,473.0,Clean,Clean,1,0.0,High,Street,Garage,No,15600.0,49.0,No,0,Third-Party Fire & Theft,13419.0,Male,Widowed,0
CUST0009302,2021-02-01,2021-05-29,2022-05-29,365,Private_Motor,Broker_A,490.0,30700.72,Hatchback,15,10020011.14,Personal,85127.0,Teacher,3,4,492.0,493.0,474.0,475.0,Clean,Minor Violation,0,0.0,High,Garage,Driveway,Yes,15600.0,34.0,No,0,Third-Party Only,12837.0,Female,Divorced,1
CUST0009303,2021-06-15,2021-08-04,2022-08-04,365,Private_Motor,Broker_B,491.0,30700.16,Sedan,3,10020000.83,Commercial,62854.0,Doctor,8,2,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,Low,Garage,Driveway,Yes,15600.0,49.0,No,0,Comprehensive,15157.0,Female,Married,0
CUST0009304,2022-11-05,2023-04-05,2024-04-04,365,Private_Motor,Broker_B,493.0,30700.55,SUV,4,10020019.22,Personal,89736.0,Engineer,11,2,493.0,490.0,475.0,472.0,Clean,Clean,0,0.0,Medium,Street,Driveway,Yes,15600.0,49.0,No,0,Comprehensive,12321.0,Female,Married,1
CUST0009305,2021-06-22,2021-10-05,2022-10-05,365,Private_Motor,Broker_B,490.0,30700.07,Hatchback,17,10020016.47,Personal,79990.0,Engineer,1,1,490.0,,472.0,,Clean,,1,,High,Street,Garage,Yes,15600.0,37.0,No,0,Comprehensive,16769.0,Male,Married,0
CUST0009306,2023-03-21,2023-04-13,2024-04-12,365,Private_Motor,Broker_B,491.0,30700.31,Sedan,0,10020011.42,Personal,77792.0,Teacher,9,3,490.0,490.0,472.0,472.0,Minor Violation,Minor Violation,0,0.0,Medium,Workplace,Garage,No,15600.0,54.0,No,0,Comprehensive,21259.0,Male,Married,0
CUST0009307,2021-05-20,2022-04-05,2023-04-05,365,Private_Motor,Broker_A,491.0,30700.88,SUV,9,10020005.87,Personal,72793.0,Driver,9,1,491.0,,473.0,,Minor Violation,,0,,High,Street,Garage,No,15600.0,34.0,No,0,Comprehensive,16060.0,Male,Widowed,1
CUST0009308,2023-03-27,2023-04-27,2024-04-26,365,Private_Motor,Broker_A,492.0,30700.52,Sedan,17,10020000.75,Personal,96259.0,Teacher,12,2,493.0,490.0,475.0,472.0,Clean,Clean,0,0.0,Low,Street,Garage,Yes,15600.0,34.0,No,0,Comprehensive,18213.0,Male,Divorced,0
CUST0009309,2022-10-15,2022-12-09,2023-12-09,365,Private_Motor,Broker_B,492.0,30700.92,Hatchback,1,10020008.05,Commercial,90071.0,Engineer,10,4,492.0,491.0,474.0,473.0,Clean,Clean,0,0.0,Low,Garage,Garage,Yes,15600.0,41.0,No,0,Third-Party Only,15557.0,Male,Divorced,0
CUST0009310,2021-03-13,2021-12-11,2022-12-11,365,Private_Motor,Broker_A,490.0,30700.79,Hatchback,3,10020005.08,Personal,62834.0,Driver,5,2,491.0,491.0,473.0,473.0,Clean,Major Violation,0,0.0,Low,Street,Street,Yes,15600.0,59.0,No,0,Comprehensive,15143.0,Female,Widowed,0
CUST0009311,2021-09-23,2022-03-01,2023-03-01,365,Private_Motor,Broker_A,490.0,30700.3,Sedan,6,10020005.23,Commercial,64697.0,Engineer,3,1,491.0,,473.0,,Clean,,1,,Low,Garage,Street,No,15600.0,61.0,Yes,0,Comprehensive,15556.0,Male,Married,0
CUST0009312,2021-06-07,2021-10-20,2022-10-20,365,Private_Motor,Broker_A,490.0,30700.74,SUV,18,10020001.49,Personal,73893.0,Doctor,10,1,491.0,,473.0,,Clean,,0,,Low,Workplace,Garage,No,15600.0,45.0,Yes,0,Third-Party Fire & Theft,14122.0,Male,Married,1
CUST0009313,2021-06-18,2021-08-02,2022-08-02,365,Private_Motor,Broker_A,490.0,30700.8,Truck,10,10020016.64,Personal,100799.0,Teacher,11,3,493.0,491.0,475.0,473.0,Minor Violation,Clean,1,0.0,Low,Garage,Street,Yes,15600.0,44.0,No,0,Comprehensive,12744.0,Male,Widowed,0
CUST0009314,2021-06-07,2021-07-14,2022-07-14,365,Private_Motor,Broker_A,490.0,30701.02,Sedan,9,10020002.2,Personal,100415.0,Student,1,1,491.0,,473.0,,Minor Violation,,0,,Low,Workplace,Driveway,No,15600.0,34.0,No,0,Comprehensive,20874.0,Male,Single,0
CUST0009315,2020-08-21,2021-07-31,2022-07-31,365,Private_Motor,Broker_B,490.0,30700.1,Hatchback,4,10020007.72,Commercial,65045.0,Teacher,3,1,492.0,,474.0,,Clean,,0,,Low,Street,Street,No,15600.0,31.0,No,0,Third-Party Fire & Theft,15304.0,Female,Single,0
CUST0009316,2023-02-21,2023-05-29,2024-05-28,365,Private_Motor,Broker_A,492.0,30700.17,SUV,14,10020015.31,Commercial,80534.0,Doctor,0,1,490.0,,472.0,,Clean,,0,,Medium,Street,Driveway,No,15600.0,47.0,Yes,0,Comprehensive,17673.0,Male,Married,1
CUST0009317,2021-12-16,2022-07-12,2023-07-12,365,Private_Motor,Broker_A,493.0,30700.84,Hatchback,13,10020003.4,Personal,69446.0,Doctor,1,3,490.0,492.0,472.0,474.0,Clean,Clean,0,1.0,Medium,Workplace,Driveway,No,15600.0,39.0,No,0,Comprehensive,17829.0,Male,Married,0
CUST0009318,2023-03-31,2023-04-09,2024-04-08,365,Private_Motor,Broker_B,491.0,30700.93,Sedan,8,10020008.16,Personal,65337.0,Engineer,11,2,491.0,491.0,473.0,473.0,Clean,Minor Violation,0,0.0,Medium,Garage,Street,Yes,15600.0,58.0,No,0,Comprehensive,12651.0,Male,Widowed,0
CUST0009319,2020-10-10,2021-09-24,2022-09-24,365,Private_Motor,Broker_A,490.0,30700.12,SUV,18,10020010.95,Commercial,96674.0,Student,7,4,490.0,492.0,472.0,474.0,Clean,Clean,1,0.0,Low,Workplace,Garage,Yes,15600.0,49.0,No,0,Comprehensive,14040.0,Female,Widowed,1
CUST0009320,2021-10-10,2021-11-20,2022-11-20,365,Private_Motor,Broker_B,491.0,30700.64,Hatchback,12,10020013.03,Personal,104758.0,Doctor,7,4,493.0,493.0,475.0,475.0,Clean,Clean,0,0.0,Medium,Street,Garage,Yes,15600.0,47.0,No,0,Comprehensive,16072.0,Male,Divorced,0
CUST0009321,2022-09-19,2022-11-01,2023-11-01,365,Private_Motor,Broker_A,491.0,30700.08,Sedan,0,10020004.29,Personal,62369.0,Student,0,1,492.0,,474.0,,Clean,,0,,High,Street,Driveway,No,15600.0,41.0,No,0,Comprehensive,13429.0,Female,Married,0
CUST0009322,2020-07-11,2021-04-23,2022-04-23,365,Private_Motor,Broker_A,490.0,30700.05,Hatchback,1,10020002.05,Personal,62357.0,Teacher,1,2,491.0,491.0,473.0,473.0,Clean,Clean,0,1.0,Low,Workplace,Street,No,15600.0,31.0,No,0,Comprehensive,15157.0,Female,Widowed,1
CUST0009323,2021-06-21,2021-08-01,2022-08-01,365,Private_Motor,Broker_A,490.0,30700.76,Truck,0,10020003.61,Personal,90595.0,Teacher,9,3,490.0,496.0,472.0,478.0,Clean,Clean,0,0.0,Low,Street,Street,No,15600.0,30.0,No,0,Third-Party Fire & Theft,12416.0,Female,Single,1
CUST0009324,2021-02-09,2022-01-15,2023-01-15,365,Private_Motor,Broker_B,493.0,30701.42,Sedan,7,10020004.06,Personal,121556.0,Doctor,3,2,491.0,490.0,473.0,472.0,Minor Violation,Clean,0,1.0,Low,Workplace,Garage,No,15600.0,37.0,No,0,Third-Party Fire & Theft,16354.0,Male,Single,1
CUST0009325,2022-02-15,2022-04-04,2023-04-04,365,Private_Motor,Broker_A,493.0,30700.15,Truck,9,10020010.45,Personal,72329.0,Teacher,7,3,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,Medium,Street,Driveway,No,15600.0,61.0,No,0,Comprehensive,13019.0,Male,Divorced,1
CUST0009326,2021-03-03,2021-05-01,2022-05-01,365,Private_Motor,Broker_A,491.0,30700.14,Truck,5,10020003.76,Commercial,84400.0,Engineer,10,3,491.0,494.0,473.0,476.0,Clean,Minor Violation,0,0.0,High,Street,Driveway,Yes,15600.0,51.0,No,0,Comprehensive,12337.0,Female,Widowed,0
CUST0009327,2022-05-21,2022-06-25,2023-06-25,365,Private_Motor,Broker_A,491.0,30700.41,Sedan,18,10020003.77,Personal,66380.0,Driver,0,4,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,Medium,Workplace,Garage,Yes,15601.0,33.0,No,0,Third-Party Fire & Theft,13966.0,Female,Widowed,0
CUST0009328,2022-08-11,2022-10-17,2023-10-17,365,Private_Motor,Broker_C,491.0,30700.24,Sedan,8,10020000.7,Personal,101779.0,Student,0,3,490.0,491.0,472.0,473.0,Minor Violation,Clean,1,0.0,High,Workplace,Street,No,15600.0,32.0,No,0,Comprehensive,12656.0,Male,Single,0
CUST0009329,2022-10-16,2023-03-30,2024-03-29,365,Private_Motor,Broker_B,491.0,30701.6,SUV,0,10020013.31,Commercial,106857.0,Driver,4,2,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,Low,Workplace,Street,No,15600.0,67.0,No,0,Comprehensive,15073.0,Male,Widowed,0
CUST0009330,2022-08-03,2022-10-01,2023-10-01,365,Private_Motor,Broker_C,490.0,30700.06,Sedan,19,10020007.85,Personal,95334.0,Doctor,14,2,490.0,492.0,472.0,474.0,Clean,Clean,0,0.0,High,Street,Driveway,Yes,15600.0,48.0,No,1,Comprehensive,15277.0,Male,Widowed,2
CUST0009331,2020-10-23,2021-10-06,2022-10-06,365,Private_Motor,Broker_C,491.0,30700.38,SUV,11,10020012.66,Commercial,73517.0,Teacher,9,2,490.0,490.0,472.0,472.0,Clean,Clean,0,0.0,High,Workplace,Street,Yes,15600.0,35.0,No,0,Third-Party Only,18706.0,Male,Married,0
CUST0009332,2020-05-25,2021-04-02,2022-04-02,365,Private_Motor,Broker_C,490.0,30700.14,Truck,12,10020019.68,Personal,77582.0,Student,11,4,492.0,491.0,474.0,473.0,Clean,Clean,0,0.0,High,Garage,Garage,No,15601.0,42.0,No,0,Comprehensive,16159.0,Male,Widowed,2
CUST0009333,2022-04-15,2022-06-05,2023-06-05,365,Private_Motor,Broker_A,492.0,30703.67,SUV,13,10020017.02,Personal,80120.0,Engineer,12,3,490.0,491.0,472.0,473.0,Minor Violation,Clean,0,0.0,Low,Street,Garage,No,15600.0,51.0,No,0,Third-Party Fire & Theft,14736.0,Female,Married,0
CUST0009334,2021-12-12,2022-10-18,2023-10-18,365,Private_Motor,Broker_A,493.0,30700.71,SUV,13,10020022.12,Personal,124632.0,Doctor,7,3,490.0,490.0,472.0,472.0,Clean,Clean,1,0.0,High,Garage,Garage,No,15600.0,49.0,No,0,Comprehensive,17465.0,Male,Single,0
CUST0009335,2020-10-03,2021-09-08,2022-09-08,365,Private_Motor,Broker_A,492.0,30700.27,Hatchback,16,10020020.33,Personal,82700.0,Doctor,8,4,490.0,493.0,472.0,475.0,Clean,Clean,0,0.0,High,Street,Garage,No,15600.0,34.0,Yes,0,Third-Party Fire & Theft,16263.0,Female,Married,0
CUST0009336,2021-06-12,2022-01-21,2023-01-21,365,Private_Motor,Broker_A,490.0,30700.17,Hatchback,11,10020014.48,Personal,101736.0,Engineer,13,3,491.0,490.0,473.0,472.0,Clean,Clean,1,0.0,Medium,Street,Driveway,No,15600.0,43.0,No,0,Comprehensive,13215.0,Female,Widowed,0
CUST0009337,2021-10-12,2021-10-29,2022-10-29,365,Private_Motor,Broker_B,492.0,30700.15,Hatchback,11,10020013.17,Commercial,72390.0,Engineer,10,1,490.0,,472.0,,Clean,,0,,High,Workplace,Street,No,15600.0,38.0,No,0,Comprehensive,15004.0,Male,Widowed,0
CUST0009338,2021-07-31,2022-04-16,2023-04-16,365,Private_Motor,Broker_A,490.0,30700.11,Hatchback,13,10020013.0,Commercial,61027.0,Student,10,3,490.0,491.0,472.0,473.0,Minor Violation,Clean,0,0.0,Medium,Street,Driveway,No,15600.0,38.0,No,0,Comprehensive,18440.0,Male,Divorced,1
CUST0009339,2021-12-17,2022-01-18,2023-01-18,365,Private_Motor,Broker_A,491.0,30700.12,Sedan,12,10020011.44,Personal,68494.0,Student,0,4,490.0,494.0,472.0,476.0,Clean,Clean,0,0.0,Medium,Garage,Garage,Yes,15600.0,56.0,No,0,Comprehensive,16018.0,Female,Married,0
CUST0009340,2020-12-25,2021-10-12,2022-10-12,365,Private_Motor,Broker_A,492.0,30702.3,Hatchback,4,10020015.22,Personal,91862.0,Student,12,3,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,Medium,Street,Driveway,Yes,15600.0,42.0,No,0,Comprehensive,12589.0,Female,Widowed,1
CUST0009341,2022-04-21,2022-12-18,2023-12-18,365,Private_Motor,Broker_A,490.0,30700.32,Sedan,15,10020001.5,Personal,70822.0,Driver,12,4,492.0,492.0,474.0,474.0,Clean,Clean,0,0.0,Medium,Workplace,Garage,Yes,15600.0,43.0,No,0,Comprehensive,12932.0,Female,Divorced,1
